goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/buffer
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkUnmarshal/multipoly=100-32         	   91800	     13374 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   86568	     13791 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   89732	     13866 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   86618	     13510 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   90430	     13393 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   89485	     13094 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   86944	     13302 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   88964	     13297 ns/op	   17744 B/op	     302 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   90568	     13379 ns/op	   17744 B/op	     302 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/wkb	89.253s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/wkt
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkMarshal/n=64-32 	  104589	     11339 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  106557	     11336 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  104876	     11400 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  105046	     11453 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  106429	     11288 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  103497	     11546 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  104740	     11551 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  104626	     11509 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  101557	     11527 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=64-32 	  104704	     11638 ns/op	    8448 B/op	      12 allocs/op
BenchmarkMarshal/n=1024-32         	    6094	    190749 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5810	    190081 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    6567	    188797 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    6024	    190414 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5697	    190661 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5454	    188604 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5816	    192373 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5979	    193166 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    6126	    190739 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/n=1024-32         	    5796	    191968 ns/op	  154369 B/op	      21 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18262	     65634 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18350	     64864 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18566	     65054 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18224	     65699 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18358	     66334 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18211	     65242 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   17898	     65877 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18108	     65686 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18037	     64199 ns/op	   17912 B/op	      13 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18577	     64341 ns/op	   17912 B/op	      13 allocs/op
BenchmarkUnmarshal/n=64-32         	   77566	     15413 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   79400	     15310 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   77524	     15549 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   79024	     15422 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   76635	     15613 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   78202	     15217 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   77746	     14979 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   78356	     15336 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   77388	     15180 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=64-32         	   78387	     15166 ns/op	    9048 B/op	      77 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4663	    254449 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4498	    249753 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4502	    255406 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4395	    257850 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4398	    258672 ns/op	  135898 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4576	    253210 ns/op	  135898 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4682	    258861 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4777	    256882 ns/op	  135898 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4648	    255943 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/n=1024-32       	    4514	    255547 ns/op	  135897 B/op	    1042 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16016	     74270 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16113	     74898 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   15961	     74909 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   15925	     75259 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   15926	     74540 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   15762	     75758 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16034	     74030 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16068	     74209 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16196	     74375 ns/op	   51016 B/op	    1209 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   16497	     73954 ns/op	   51016 B/op	    1209 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/wkt	88.360s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/geojson
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkMarshal/n=64-32 	  100429	     11609 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  101760	     11715 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  100969	     11413 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  103124	     11636 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  102151	     11579 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  104590	     11549 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  102962	     11617 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  105712	     11596 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  103756	     11615 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=64-32 	  101877	     11668 ns/op	    9760 B/op	      10 allocs/op
BenchmarkMarshal/n=1024-32         	    6051	    200577 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5851	    200302 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5930	    199232 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5352	    195916 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5970	    197854 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    6234	    196443 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5432	    195189 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    6458	    196528 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5972	    198138 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/n=1024-32         	    5521	    197843 ns/op	  193954 B/op	      19 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18052	     65400 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18156	     64600 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18368	     64690 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18176	     65755 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18777	     65163 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18295	     66667 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   17883	     65934 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18412	     63946 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18664	     65379 ns/op	   21920 B/op	      12 allocs/op
BenchmarkMarshal/multipoly=100-32  	   18381	     64988 ns/op	   21920 B/op	      12 allocs/op
BenchmarkUnmarshal/n=64-32         	   13928	     85715 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   14043	     85500 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   14092	     85121 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   13884	     84662 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   14088	     83455 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   14290	     84934 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   13900	     86419 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   13896	     86149 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   14216	     85939 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=64-32         	   13995	     85910 ns/op	   28784 B/op	     434 allocs/op
BenchmarkUnmarshal/n=1024-32       	     940	   1288282 ns/op	  433909 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     956	   1274027 ns/op	  433907 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     928	   1285873 ns/op	  433908 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     933	   1272737 ns/op	  433907 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     956	   1279806 ns/op	  433908 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     946	   1277082 ns/op	  433907 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     920	   1294148 ns/op	  433908 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     949	   1277030 ns/op	  433908 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     946	   1271163 ns/op	  433907 B/op	    6198 allocs/op
BenchmarkUnmarshal/n=1024-32       	     922	   1271950 ns/op	  433909 B/op	    6198 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2080	    563386 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2288	    556121 ns/op	  259234 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2131	    558944 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2200	    555627 ns/op	  259234 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2131	    558724 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2118	    558198 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2210	    557829 ns/op	  259234 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2118	    553598 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2098	    554590 ns/op	  259235 B/op	    5533 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	    2103	    554283 ns/op	  259235 B/op	    5533 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/geojson	90.112s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/index
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkVSPR_Query-32               	10571962	       114.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	10302706	       115.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	10412282	       114.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	10621868	       116.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	10454006	       112.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	11023862	       113.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	11008665	       113.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	 9847447	       115.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	10631337	       113.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_Query-32               	11335933	       115.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  185383	      6332 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  182653	      6328 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  195244	      6296 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  213332	      6403 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  188978	      6243 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  196717	      6185 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  189349	      6166 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  195255	      6190 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  193743	      6128 ns/op	       0 B/op	       0 allocs/op
BenchmarkVSPR_LinearScan-32          	  197977	      6244 ns/op	       0 B/op	       0 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     829	   1396978 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     868	   1390083 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     871	   1388989 ns/op	  267595 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     864	   1383696 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     859	   1390265 ns/op	  267595 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     835	   1373405 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     897	   1370811 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     842	   1372714 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     864	   1376618 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=1000-32         	     861	   1371469 ns/op	  267594 B/op	     682 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      75	  16375270 ns/op	 2670949 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      74	  16380677 ns/op	 2670955 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      72	  16425032 ns/op	 2670950 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      74	  16296110 ns/op	 2670949 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      72	  16441983 ns/op	 2670957 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      75	  16377116 ns/op	 2670953 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      75	  16252599 ns/op	 2670949 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      68	  16466086 ns/op	 2670959 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      74	  16358999 ns/op	 2670966 B/op	    6672 allocs/op
BenchmarkRTreeInsertSequential/n=10000-32        	      78	  16446049 ns/op	 2670950 B/op	    6672 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     276	   4336098 ns/op	  878000 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     277	   4360038 ns/op	  877980 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     274	   4343856 ns/op	  877977 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     266	   4416983 ns/op	  877973 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     271	   4379077 ns/op	  877977 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     272	   4399352 ns/op	  877980 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     273	   4414355 ns/op	  877976 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     270	   4409663 ns/op	  877975 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     271	   4391609 ns/op	  877978 B/op	    1353 allocs/op
BenchmarkRTreeBulk/n=10000-32                    	     271	   4398358 ns/op	  877976 B/op	    1353 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12236	    100392 ns/op	  135945 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12048	    100966 ns/op	  135945 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12106	    100098 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12120	     99163 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12144	     98903 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12364	     97599 ns/op	  135945 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12356	     97853 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12526	     96564 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12508	     96115 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=1000-32                  	   12307	     97183 ns/op	  135946 B/op	      20 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      72	  16381051 ns/op	27241124 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      73	  16420800 ns/op	27241104 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      81	  15951133 ns/op	27241130 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      76	  15122291 ns/op	27241122 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      76	  14904854 ns/op	27241185 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      70	  15071666 ns/op	27241118 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      73	  15114475 ns/op	27241116 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      75	  15272222 ns/op	27241119 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      73	  14698121 ns/op	27241125 B/op	      39 allocs/op
BenchmarkHPRtreeBuild/n=100000-32                	      76	  14560334 ns/op	27241113 B/op	      39 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  434142	      2602 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  424328	      2746 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  442717	      2762 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  417705	      2684 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  436417	      2680 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  451035	      2692 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  423331	      2686 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  408439	      2711 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  474006	      2698 ns/op	   10592 B/op	       8 allocs/op
BenchmarkHPRtreeQuery/n=100000-32                	  430454	      2740 ns/op	   10592 B/op	       8 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1029	   1131380 ns/op	  640071 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1041	   1142611 ns/op	  640070 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1065	   1152958 ns/op	  640070 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1051	   1140229 ns/op	  640071 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1044	   1158695 ns/op	  640071 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1023	   1156637 ns/op	  640069 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1054	   1149950 ns/op	  640069 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1057	   1135352 ns/op	  640070 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1048	   1152422 ns/op	  640071 B/op	   10001 allocs/op
BenchmarkKdTreeBuild/n=10000-32                  	    1032	   1147198 ns/op	  640071 B/op	   10001 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8128693	       145.4 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8252530	       145.0 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8181756	       145.0 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8162787	       145.5 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8219049	       141.8 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	10045537	       119.8 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8361285	       144.8 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8201523	       146.2 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8239339	       146.0 ns/op	      48 B/op	       2 allocs/op
BenchmarkKdTreeQuery/n=10000-32                  	 8195112	       147.0 ns/op	      48 B/op	       2 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/index	142.239s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/measure
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkDistance/disjoint/n=64-32         	    6154	    193086 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6088	    190145 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6093	    192868 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6198	    193483 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6002	    194408 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6310	    191965 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6182	    192885 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    7137	    192175 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    6177	    192398 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=64-32         	    5922	    192186 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      26	  43095328 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      28	  43249330 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      25	  43668087 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      27	  42854609 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      27	  43259870 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      26	  43191265 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      27	  42954589 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      26	  43145723 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      27	  43207838 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/disjoint/n=1024-32       	      26	  43215094 ns/op	   36888 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6300	    195999 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6016	    196569 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6153	    171669 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    7466	    191864 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    5305	    210125 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    5823	    207029 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6966	    193833 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    5523	    193094 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6475	    183135 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=64-32             	    6646	    190918 ns/op	    2328 B/op	       3 allocs/op
BenchmarkDistance/near/n=1024-32           	      26	  47464755 ns/op	   36888 B/op	       3 allocs/op
