goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/bench/compare
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkArea/impl=geos/n=1024-32                           	  689455	      1791 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  660570	      1785 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  658359	      1810 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  674335	      1822 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  681189	      1869 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  666465	      1829 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  638905	      1803 ns/op	       8 B/op	       1 allocs/op
BenchmarkArea/impl=geos/n=1024-32                           	  682411	      1796 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  144603	      8184 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  167913	      6883 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  153475	      7561 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  159631	      7530 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  165118	      7584 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  157546	      7543 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  160531	      7592 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  156337	      7481 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  161102	      7518 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=gts/n=1024-32                          	  157189	      7275 ns/op	      24 B/op	       1 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	130201118	         9.573 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        10.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        10.51 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        10.80 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        10.85 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        10.70 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        11.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	105533407	        11.41 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        11.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=simplefeatures/n=1024-32               	100000000	        11.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  602193	      1990 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  585080	      1951 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  581275	      1959 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  606632	      1955 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  622160	      1948 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  598874	      1950 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  607978	      1963 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  604968	      1751 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  772735	      1670 ns/op	       8 B/op	       1 allocs/op
BenchmarkLength/impl=geos/n=1024-32                         	  760527	      1700 ns/op	       8 B/op	       1 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10195440 ns/op	 4865104 B/op	   20810 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10119828 ns/op	 4865108 B/op	   20810 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10120584 ns/op	 4865101 B/op	   20809 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10162306 ns/op	 4865108 B/op	   20810 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10149165 ns/op	 4865096 B/op	   20809 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10104391 ns/op	 4865114 B/op	   20810 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10197031 ns/op	 4865109 B/op	   20810 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10203891 ns/op	 4865092 B/op	   20809 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10104703 ns/op	 4865103 B/op	   20809 allocs/op
BenchmarkBuffer/impl=gts/n=256-32                           	     100	  10124507 ns/op	 4865094 B/op	   20809 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     490	   2453229 ns/op	 1872744 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     471	   2517276 ns/op	 1872724 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     495	   2073767 ns/op	 1872771 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     690	   2200761 ns/op	 1872737 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     492	   2453646 ns/op	 1872731 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     487	   2454841 ns/op	 1872800 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     500	   2429825 ns/op	 1872791 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     487	   2441930 ns/op	 1872744 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     483	   2460200 ns/op	 1872774 B/op	   21690 allocs/op
BenchmarkBuffer/impl=simplefeatures/n=256-32                	     483	   2473110 ns/op	 1872750 B/op	   21690 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3220	    372130 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3531	    362721 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3592	    355465 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3492	    352009 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3562	    357789 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3480	    304794 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    4396	    343449 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3402	    352901 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	    3444	    352723 ns/op	      16 B/op	       1 allocs/op
BenchmarkBuffer/impl=geos/n=256-32                          	SIGFPE: floating-point exception
PC=0x7f3f6a054e08 m=24 sigcode=7
signal arrived during cgo execution
instruction bytes: 0xf2 0xf 0x58 0xc2 0x66 0x48 0xf 0x7e 0xc2 0x66 0xf 0x28 0xe0 0xf2 0xf 0x10

goroutine 664 gp=0xc00148c380 m=24 mp=0xc002498808 [syscall]:
runtime.cgocall(0x66c100, 0xc0000a0d48)
	/usr/local/go/src/runtime/cgocall.go:167 +0x4b fp=0xc0000a0d20 sp=0xc0000a0ce8 pc=0x478e8b
github.com/exergy-dev/go-topology-suite/bench/compare._Cfunc_GEOSBuffer_r(0x7f3e9401c020, 0x7f3e95399f10, 0x4000000000000000, 0x8)
	_cgo_gotypes.go:98 +0x47 fp=0xc0000a0d48 sp=0xc0000a0d20 pc=0x656ae7
github.com/exergy-dev/go-topology-suite/bench/compare.(*geosImpl).Buffer.func1(...)
	/home/rkm/projects/go-topology-suite/bench/compare/geos_impl.go:285
github.com/exergy-dev/go-topology-suite/bench/compare.(*geosImpl).Buffer(0xc001a3e000, {0x686f20?, 0xc000efe030?}, 0x4000000000000000)
	/home/rkm/projects/go-topology-suite/bench/compare/geos_impl.go:285 +0x165 fp=0xc0000a0df0 sp=0xc0000a0d48 pc=0x659645
github.com/exergy-dev/go-topology-suite/bench/compare.BenchmarkBuffer.func1(0xc00020c2c8, {0x778bf0, 0xc001a3e000})
	/home/rkm/projects/go-topology-suite/bench/compare/compare_test.go:203 +0xf0 fp=0xc0000a0e58 sp=0xc0000a0df0 pc=0x6561b0
